Tarih,doluluk_orani,GENERAL_DAM_RESERVED_WATER
01/01/2005,44.62,388
02/01/2005,44.62,388
03/01/2005,44.47,386
04/01/2005,44.42,386
05/01/2005,44.35,385
06/01/2005,44.26,385
07/01/2005,44.16,384
08/01/2005,44.01,382
09/01/2005,43.85,381
10/01/2005,43.67,379
11/01/2005,43.52,378
12/01/2005,43.35,377
13/01/2005,43.15,375
14/01/2005,42.93,373
15/01/2005,42.75,371
16/01/2005,42.91,373
17/01/2005,44.46,386
18/01/2005,47.08,409
19/01/2005,48.18,419
20/01/2005,48.36,420
21/01/2005,48.38,420
22/01/2005,48.41,421
23/01/2005,48.8,424
24/01/2005,48.9,425
25/01/2005,48.87,424
26/01/2005,49.4,429
27/01/2005,49.64,431
28/01/2005,50.17,436
29/01/2005,53.13,461
30/01/2005,55.05,478
31/01/2005,56.28,489
01/02/2005,56.69,492
02/02/2005,56.89,494
03/02/2005,58.21,506
04/02/2005,62.87,546
05/02/2005,66.46,577
06/02/2005,67.64,588
07/02/2005,68.3,593
08/02/2005,68.84,598
09/02/2005,69.12,600
10/02/2005,69.28,602
11/02/2005,69.6,605
12/02/2005,69.78,606
13/02/2005,70.13,609
14/02/2005,71.29,619
15/02/2005,74.45,647
16/02/2005,76.76,667
17/02/2005,77.69,675
18/02/2005,78.34,681
19/02/2005,79.08,687
20/02/2005,79.56,691
21/02/2005,79.93,694
22/02/2005,80.19,697
23/02/2005,80.29,697
24/02/2005,80.4,698
25/02/2005,80.49,699
26/02/2005,80.51,699
27/02/2005,80.59,700
28/02/2005,81.64,709
01/03/2005,82.37,715
02/03/2005,83.34,724
03/03/2005,86.04,747
04/03/2005,88.41,768
05/03/2005,89.28,776
06/03/2005,90.2,784
07/03/2005,91.91,798
08/03/2005,92.84,806
09/03/2005,93.26,810
10/03/2005,93.54,813
11/03/2005,93.84,815
12/03/2005,93.99,816
13/03/2005,94.04,817
14/03/2005,94.19,818
15/03/2005,94.5,821
16/03/2005,94.75,823
17/03/2005,94.79,823
18/03/2005,94.88,824
19/03/2005,94.99,825
20/03/2005,95.03,826
21/03/2005,95.04,826
22/03/2005,95.03,826
23/03/2005,94.96,825
24/03/2005,94.9,824
25/03/2005,94.86,824
26/03/2005,94.78,823
27/03/2005,94.66,822
28/03/2005,94.46,821
29/03/2005,94.38,820
30/03/2005,94.36,820
31/03/2005,94.33,819
01/04/2005,94.24,819
02/04/2005,94.14,818
03/04/2005,94,817
04/04/2005,93.93,816
05/04/2005,93.88,816
06/04/2005,93.71,814
07/04/2005,93.61,813
08/04/2005,93.44,812
09/04/2005,93.3,811
10/04/2005,93.21,810
11/04/2005,93.05,808
12/04/2005,92.91,807
13/04/2005,92.71,805
14/04/2005,92.62,805
15/04/2005,92.47,803
16/04/2005,92.4,803
17/04/2005,92.26,801
18/04/2005,92.09,800
19/04/2005,91.94,799
20/04/2005,91.85,798
21/04/2005,91.65,796
22/04/2005,91.46,794
23/04/2005,91.28,793
24/04/2005,91.15,792
25/04/2005,90.95,790
26/04/2005,90.77,789
27/04/2005,90.52,786
28/04/2005,90.28,784
29/04/2005,90.07,782
30/04/2005,90.06,782
01/05/2005,90.03,782
02/05/2005,89.89,781
03/05/2005,89.67,779
04/05/2005,89.55,778
05/05/2005,89.39,777
06/05/2005,89.26,775
07/05/2005,89.09,774
08/05/2005,88.95,773
09/05/2005,88.79,771
10/05/2005,88.56,769
11/05/2005,88.33,767
12/05/2005,88.16,766
13/05/2005,87.94,764
14/05/2005,87.66,762
15/05/2005,87.46,760
16/05/2005,87.21,758
17/05/2005,86.92,755
18/05/2005,86.71,753
19/05/2005,86.43,751
20/05/2005,86.17,749
21/05/2005,85.95,747
22/05/2005,85.89,746
23/05/2005,87.08,756
24/05/2005,87.16,757
25/05/2005,87.01,756
26/05/2005,86.94,755
27/05/2005,86.92,755
28/05/2005,86.77,754
29/05/2005,86.61,752
30/05/2005,86.48,751
31/05/2005,86.33,750
01/06/2005,86.15,748
02/06/2005,86.1,748
03/06/2005,85.97,747
04/06/2005,85.82,746
05/06/2005,85.61,744
06/06/2005,85.42,742
07/06/2005,85.17,740
08/06/2005,84.95,738
09/06/2005,84.73,736
10/06/2005,84.54,734
11/06/2005,84.29,732
12/06/2005,84.19,731
13/06/2005,84.02,730
14/06/2005,83.83,728
15/06/2005,83.55,726
16/06/2005,83.38,724
17/06/2005,83.14,722
18/06/2005,82.83,719
19/06/2005,82.56,717
20/06/2005,82.36,715
21/06/2005,82.15,714
22/06/2005,81.92,712
23/06/2005,81.68,709
24/06/2005,81.4,707
25/06/2005,81.18,705
26/06/2005,81.01,704
27/06/2005,80.73,701
28/06/2005,80.43,699
29/06/2005,80.21,697
30/06/2005,79.96,695
01/07/2005,79.7,692
02/07/2005,79.4,690
03/07/2005,79.18,688
04/07/2005,78.93,686
05/07/2005,79.44,690
06/07/2005,79.3,689
07/07/2005,79.05,687
08/07/2005,78.84,685
09/07/2005,78.63,683
10/07/2005,78.36,681
11/07/2005,78.13,679
12/07/2005,77.83,676
13/07/2005,77.55,674
14/07/2005,77.3,672
15/07/2005,77.02,669
16/07/2005,76.78,667
17/07/2005,76.56,665
18/07/2005,76.29,663
19/07/2005,76.04,661
20/07/2005,75.75,658
21/07/2005,75.48,656
22/07/2005,75.2,653
23/07/2005,74.96,651
24/07/2005,74.66,649
25/07/2005,74.43,647
26/07/2005,74.17,644
27/07/2005,73.9,642
28/07/2005,73.57,639
29/07/2005,73.29,637
30/07/2005,72.95,634
31/07/2005,72.67,631
01/08/2005,72.44,629
02/08/2005,72.1,626
03/08/2005,71.77,623
04/08/2005,71.49,621
05/08/2005,71.22,619
06/08/2005,70.92,616
07/08/2005,70.73,614
08/08/2005,70.54,613
09/08/2005,70.26,610
10/08/2005,70,608
11/08/2005,69.69,605
12/08/2005,69.37,603
13/08/2005,69.08,600
14/08/2005,68.82,598
15/08/2005,68.5,595
16/08/2005,68.2,592
17/08/2005,67.94,590
18/08/2005,67.62,587
19/08/2005,67.37,585
20/08/2005,67.05,582
21/08/2005,66.89,581
22/08/2005,66.71,579
23/08/2005,66.48,577
24/08/2005,66.19,575
25/08/2005,65.93,573
26/08/2005,65.62,570
27/08/2005,65.41,568
28/08/2005,65.15,566
29/08/2005,64.85,563
30/08/2005,64.57,561
31/08/2005,64.2,558
01/09/2005,63.85,555
02/09/2005,63.44,551
03/09/2005,63.18,549
04/09/2005,63,547
05/09/2005,62.79,545
06/09/2005,62.45,543
07/09/2005,62.24,541
08/09/2005,61.95,538
09/09/2005,61.7,536
10/09/2005,61.4,533
11/09/2005,61.11,531
12/09/2005,60.81,528
13/09/2005,60.53,526
14/09/2005,60.32,524
15/09/2005,59.99,521
16/09/2005,59.86,520
17/09/2005,59.85,520
18/09/2005,59.61,518
19/09/2005,59.44,516
20/09/2005,59.24,515
21/09/2005,60.22,523
22/09/2005,60.21,523
23/09/2005,59.99,521
24/09/2005,59.7,519
25/09/2005,59.51,517
26/09/2005,59.35,516
27/09/2005,59.13,514
28/09/2005,58.88,511
29/09/2005,58.54,509
30/09/2005,58.39,507
01/10/2005,58.07,504
02/10/2005,57.84,502
03/10/2005,57.68,501
04/10/2005,57.48,499
05/10/2005,57.09,496
06/10/2005,56.72,493
07/10/2005,56.38,490
08/10/2005,56.08,487
09/10/2005,55.78,485
10/10/2005,55.55,483
11/10/2005,55.36,481
12/10/2005,55.14,479
13/10/2005,54.91,477
14/10/2005,54.65,475
15/10/2005,54.42,473
16/10/2005,54.29,472
17/10/2005,54.08,470
18/10/2005,53.81,467
19/10/2005,53.56,465
20/10/2005,53.4,464
21/10/2005,53.22,462
22/10/2005,52.99,460
23/10/2005,52.74,458
24/10/2005,52.52,456
25/10/2005,52.32,455
26/10/2005,52.11,453
27/10/2005,51.87,451
28/10/2005,51.69,449
29/10/2005,51.44,447
30/10/2005,51.27,445
31/10/2005,51.51,447
01/11/2005,51.73,449
02/11/2005,51.55,448
03/11/2005,51.36,446
04/11/2005,51.23,445
05/11/2005,51.12,444
06/11/2005,51.06,444
07/11/2005,50.95,443
08/11/2005,50.81,441
09/11/2005,50.69,440
10/11/2005,50.53,439
11/11/2005,50.39,438
12/11/2005,50.22,436
13/11/2005,50.07,435
14/11/2005,50,434
15/11/2005,49.97,434
16/11/2005,49.89,433
17/11/2005,49.77,432
18/11/2005,49.77,432
19/11/2005,49.79,433
20/11/2005,49.98,434
21/11/2005,51.13,444
22/11/2005,51.37,446
23/11/2005,51.38,446
24/11/2005,51.8,450
25/11/2005,52.04,452
26/11/2005,53.77,467
27/11/2005,54.33,472
28/11/2005,54.31,472
29/11/2005,54.59,474
30/11/2005,54.66,475
01/12/2005,54.71,475
02/12/2005,54.74,476
03/12/2005,54.92,477
04/12/2005,55.25,480
05/12/2005,55.28,480
06/12/2005,55.28,480
07/12/2005,55.31,480
08/12/2005,55.29,480
09/12/2005,55.34,481
10/12/2005,55.32,481
11/12/2005,55.26,480
12/12/2005,55.17,479
13/12/2005,55.13,479
14/12/2005,55.07,478
15/12/2005,55.07,478
16/12/2005,55,478
17/12/2005,55.26,480
18/12/2005,55.88,485
19/12/2005,64.78,563
20/12/2005,67.9,590
21/12/2005,68.57,596
22/12/2005,69.04,600
23/12/2005,69.35,602
24/12/2005,69.58,604
25/12/2005,69.84,607
26/12/2005,70.08,609
27/12/2005,70.41,612
28/12/2005,70.92,616
29/12/2005,71.27,619
30/12/2005,71.95,625
31/12/2005,72.64,631
01/01/2006,73.74,641
02/01/2006,74.48,647
03/01/2006,74.95,651
04/01/2006,75.36,655
05/01/2006,75.39,655
06/01/2006,75.45,655
07/01/2006,75.79,658
08/01/2006,76.02,660
09/01/2006,76.38,664
10/01/2006,77.41,672
11/01/2006,79.04,687
12/01/2006,80.77,702
13/01/2006,82.19,714
14/01/2006,83.85,728
15/01/2006,84.49,734
16/01/2006,84.68,736
17/01/2006,84.9,737
18/01/2006,85.08,739
19/01/2006,85.22,740
20/01/2006,86.91,755
21/01/2006,87.53,760
22/01/2006,87.33,759
23/01/2006,87.56,761
24/01/2006,87.84,763
25/01/2006,88,764
26/01/2006,88.39,768
27/01/2006,88.6,770
28/01/2006,88.89,772
29/01/2006,89,773
30/01/2006,89.05,774
31/01/2006,89.17,775
01/02/2006,89.5,777
02/02/2006,90.07,782
03/02/2006,90.72,788
04/02/2006,91.29,793
05/02/2006,91.82,798
06/02/2006,93.08,809
07/02/2006,93.69,814
08/02/2006,93.73,814
09/02/2006,94.25,819
10/02/2006,94.38,820
11/02/2006,96.51,838
12/02/2006,96.3,837
13/02/2006,96.35,837
14/02/2006,96.53,839
15/02/2006,96.57,839
16/02/2006,96.63,839
17/02/2006,96.7,840
18/02/2006,97.42,846
19/02/2006,98.02,851
20/02/2006,97.56,847
21/02/2006,97.54,847
22/02/2006,97.9,850
23/02/2006,98.27,854
24/02/2006,98.63,857
25/02/2006,98.98,860
26/02/2006,98.55,856
27/02/2006,98.85,859
28/02/2006,98.58,856
01/03/2006,98.19,853
02/03/2006,98.37,855
03/03/2006,98.51,856
04/03/2006,98.5,856
05/03/2006,98.3,854
06/03/2006,98.32,854
07/03/2006,98.4,855
08/03/2006,98.62,857
09/03/2006,98.4,855
10/03/2006,98.54,856
11/03/2006,98.49,856
12/03/2006,98.63,857
13/03/2006,98.66,857
14/03/2006,98.47,855
15/03/2006,98.66,857
16/03/2006,98.63,857
17/03/2006,98.37,855
18/03/2006,98.5,856
19/03/2006,98.37,855
20/03/2006,98.43,855
21/03/2006,98.5,856
22/03/2006,98.56,856
23/03/2006,98.6,856
24/03/2006,98.63,857
25/03/2006,98.72,858
26/03/2006,98.56,856
27/03/2006,98.43,855
28/03/2006,98.39,855
29/03/2006,98.38,855
30/03/2006,98.38,855
31/03/2006,98.52,856
01/04/2006,98.6,856
02/04/2006,98.61,857
03/04/2006,98.68,857
04/04/2006,98.58,856
05/04/2006,98.56,856
06/04/2006,98.52,856
07/04/2006,98.47,855
08/04/2006,98.45,855
09/04/2006,98.43,855
10/04/2006,98.36,854
11/04/2006,98.3,854
12/04/2006,98.27,854
13/04/2006,97.91,851
14/04/2006,97.83,850
15/04/2006,97.79,849
16/04/2006,97.71,849
17/04/2006,97.66,848
18/04/2006,97.63,848
19/04/2006,97.59,848
20/04/2006,97.48,847
21/04/2006,97.28,845
22/04/2006,97.19,844
23/04/2006,97.07,843
24/04/2006,96.9,842
25/04/2006,96.72,840
26/04/2006,96.61,839
27/04/2006,96.4,837
28/04/2006,96.24,836
29/04/2006,96.07,835
30/04/2006,95.94,833
01/05/2006,95.84,833
02/05/2006,95.68,831
03/05/2006,95.57,830
04/05/2006,95.37,828
05/05/2006,95.15,827
06/05/2006,95.03,825
07/05/2006,94.85,824
08/05/2006,94.66,822
09/05/2006,94.51,821
10/05/2006,94.42,820
11/05/2006,94.19,818
12/05/2006,94.09,817
13/05/2006,93.96,816
14/05/2006,93.83,815
15/05/2006,93.62,813
16/05/2006,93.49,812
17/05/2006,93.23,810
18/05/2006,92.93,807
19/05/2006,92.77,806
20/05/2006,92.58,804
21/05/2006,92.36,802
22/05/2006,92.16,801
23/05/2006,91.95,799
24/05/2006,91.68,796
25/05/2006,91.42,794
26/05/2006,91.07,791
27/05/2006,90.94,790
28/05/2006,90.72,788
29/05/2006,90.46,786
30/05/2006,90.18,783
31/05/2006,90,782
01/06/2006,89.59,778
02/06/2006,89.32,776
03/06/2006,89.04,774
04/06/2006,88.71,771
05/06/2006,88.39,768
06/06/2006,88.05,765
07/06/2006,87.75,762
08/06/2006,87.43,759
09/06/2006,87.18,757
10/06/2006,87.85,763
11/06/2006,87.87,763
12/06/2006,87.67,762
13/06/2006,87.43,759
14/06/2006,87.3,758
15/06/2006,87.16,757
16/06/2006,86.97,755
17/06/2006,86.85,754
18/06/2006,86.61,752
19/06/2006,86.44,751
20/06/2006,86.16,748
21/06/2006,85.89,746
22/06/2006,85.57,743
23/06/2006,85.43,742
24/06/2006,85.19,740
25/06/2006,84.9,738
26/06/2006,84.64,735
27/06/2006,84.34,733
28/06/2006,84.05,730
29/06/2006,83.81,728
30/06/2006,83.57,726
01/07/2006,83.28,723
02/07/2006,82.97,721
03/07/2006,82.88,720
04/07/2006,82.84,720
05/07/2006,82.68,718
06/07/2006,82.37,716
07/07/2006,82.02,713
08/07/2006,81.75,710
09/07/2006,81.48,708
10/07/2006,81.19,705
11/07/2006,80.84,702
12/07/2006,80.54,700
13/07/2006,80.28,697
14/07/2006,80.04,695
15/07/2006,79.77,693
16/07/2006,79.48,690
17/07/2006,79.21,688
18/07/2006,78.91,686
19/07/2006,78.66,683
20/07/2006,78.37,681
21/07/2006,78.06,678
22/07/2006,77.73,675
23/07/2006,77.49,673
24/07/2006,77.19,671
25/07/2006,76.84,667
26/07/2006,76.57,665
27/07/2006,76.26,662
28/07/2006,75.9,659
29/07/2006,75.51,656
30/07/2006,75.27,654
31/07/2006,74.94,651
01/08/2006,74.63,648
02/08/2006,74.37,646
03/08/2006,74.06,643
04/08/2006,73.81,641
05/08/2006,73.48,638
06/08/2006,73.22,636
07/08/2006,72.9,633
08/08/2006,72.57,630
09/08/2006,72.33,628
10/08/2006,72.08,626
11/08/2006,71.83,624
12/08/2006,71.47,621
13/08/2006,71.19,618
14/08/2006,70.86,616
15/08/2006,70.49,612
16/08/2006,70.12,609
17/08/2006,69.84,607
18/08/2006,69.52,604
19/08/2006,69.22,601
20/08/2006,68.89,598
21/08/2006,68.58,596
22/08/2006,68.28,593
23/08/2006,67.94,590
24/08/2006,67.6,587
25/08/2006,67.22,584
26/08/2006,66.89,581
27/08/2006,66.57,578
28/08/2006,66.31,576
29/08/2006,66.14,575
30/08/2006,65.85,572
31/08/2006,65.56,569
01/09/2006,65.19,566
02/09/2006,65.05,565
03/09/2006,64.89,564
04/09/2006,64.62,561
05/09/2006,64.19,558
06/09/2006,63.91,555
07/09/2006,63.58,552
08/09/2006,63.31,550
09/09/2006,62.98,547
10/09/2006,62.73,545
11/09/2006,62.44,542
12/09/2006,62.12,540
13/09/2006,61.86,537
14/09/2006,61.53,534
15/09/2006,61.14,531
16/09/2006,60.9,529
17/09/2006,60.62,527
18/09/2006,60.37,524
19/09/2006,60.09,522
20/09/2006,59.78,519
21/09/2006,59.5,517
22/09/2006,59.37,516
23/09/2006,59.5,517
24/09/2006,59.6,518
25/09/2006,59.9,520
26/09/2006,60.01,521
27/09/2006,60.06,522
28/09/2006,59.98,521
29/09/2006,59.9,520
30/09/2006,59.88,520
01/10/2006,59.7,519
02/10/2006,59.45,516
03/10/2006,59.28,515
04/10/2006,59.06,513
05/10/2006,58.83,511
06/10/2006,58.62,509
07/10/2006,58.34,507
08/10/2006,58.15,505
09/10/2006,57.96,503
10/10/2006,57.79,502
11/10/2006,57.58,500
12/10/2006,57.37,498
13/10/2006,57.06,496
14/10/2006,56.87,494
15/10/2006,56.7,493
16/10/2006,56.47,491
17/10/2006,56.36,490
18/10/2006,56.31,489
19/10/2006,56.08,487
20/10/2006,55.8,485
21/10/2006,55.58,483
22/10/2006,55.17,479
23/10/2006,55,478
24/10/2006,54.82,476
25/10/2006,54.69,475
26/10/2006,54.53,474
27/10/2006,54.34,472
28/10/2006,54.13,470
29/10/2006,53.97,469
30/10/2006,53.78,467
31/10/2006,54.13,470
01/11/2006,56.15,488
02/11/2006,57.69,501
03/11/2006,57.97,504
04/11/2006,59.31,515
05/11/2006,60.3,524
06/11/2006,60.58,526
07/11/2006,60.78,528
08/11/2006,60.85,529
09/11/2006,60.8,528
10/11/2006,60.76,528
11/11/2006,60.88,529
12/11/2006,61.03,530
13/11/2006,60.96,530
14/11/2006,61.36,533
15/11/2006,61.53,534
16/11/2006,61.47,534
17/11/2006,61.38,533
18/11/2006,61.3,532
19/11/2006,61.24,532
20/11/2006,61.14,531
21/11/2006,61,530
22/11/2006,60.92,529
23/11/2006,60.77,528
24/11/2006,60.65,527
25/11/2006,60.48,525
26/11/2006,60.35,524
27/11/2006,60.23,523
28/11/2006,60.05,522
29/11/2006,59.9,520
30/11/2006,59.78,519
01/12/2006,59.67,518
02/12/2006,59.53,517
03/12/2006,59.41,516
04/12/2006,59.28,515
05/12/2006,59.16,514
06/12/2006,58.92,512
07/12/2006,58.87,511
08/12/2006,58.7,510
09/12/2006,58.54,509
10/12/2006,58.38,507
11/12/2006,58.24,506
12/12/2006,58.11,505
13/12/2006,57.98,504
14/12/2006,57.8,502
15/12/2006,57.56,500
16/12/2006,57.34,498
17/12/2006,57.21,497
18/12/2006,56.92,494
19/12/2006,56.69,492
20/12/2006,56.35,489
21/12/2006,56.46,490
22/12/2006,57.24,497
23/12/2006,57.36,498
24/12/2006,57.37,498
25/12/2006,57.41,499
26/12/2006,57.36,498
27/12/2006,57.22,497
28/12/2006,57.18,497
29/12/2006,57.12,496
30/12/2006,57.06,496
31/12/2006,56.99,495
01/01/2007,56.92,494
02/01/2007,56.81,493
03/01/2007,56.67,492
04/01/2007,56.76,493
05/01/2007,56.79,493
06/01/2007,56.74,493
07/01/2007,56.66,492
08/01/2007,56.64,492
09/01/2007,56.6,492
10/01/2007,56.48,491
11/01/2007,56.32,489
12/01/2007,56.22,488
13/01/2007,56.15,488
14/01/2007,56.02,487
15/01/2007,55.9,486
16/01/2007,55.83,485
17/01/2007,55.71,484
18/01/2007,55.55,483
19/01/2007,55.43,481
20/01/2007,55.3,480
21/01/2007,55.35,481
22/01/2007,55.17,479
23/01/2007,55.07,478
24/01/2007,54.96,477
25/01/2007,54.88,477
26/01/2007,54.68,475
27/01/2007,54.62,474
28/01/2007,54.85,476
29/01/2007,55.13,479
30/01/2007,55.4,481
31/01/2007,55.43,482
01/02/2007,55.37,481
02/02/2007,55.39,481
03/02/2007,55.29,480
04/02/2007,55.14,479
05/02/2007,55.18,479
06/02/2007,55.28,480
07/02/2007,55.32,481
08/02/2007,55.29,480
09/02/2007,55.29,480
10/02/2007,55.27,480
11/02/2007,55.29,480
12/02/2007,55.22,480
13/02/2007,55.21,480
14/02/2007,55.17,479
15/02/2007,55.17,479
16/02/2007,55.15,479
17/02/2007,55.2,480
18/02/2007,55.49,482
19/02/2007,55.6,483
20/02/2007,55.67,484
21/02/2007,55.65,483
22/02/2007,55.64,483
23/02/2007,55.55,483
24/02/2007,55.46,482
25/02/2007,55.42,481
26/02/2007,55.27,480
27/02/2007,55.1,479
28/02/2007,55.03,478
01/03/2007,54.92,477
02/03/2007,54.77,476
03/03/2007,54.64,475
04/03/2007,54.62,474
05/03/2007,54.51,474
06/03/2007,54.41,473
07/03/2007,54.38,472
08/03/2007,54.29,472
09/03/2007,54.17,471
10/03/2007,54.02,469
11/03/2007,53.83,468
12/03/2007,53.73,467
13/03/2007,53.54,465
14/03/2007,53.5,465
15/03/2007,53.62,466
16/03/2007,53.58,465
17/03/2007,53.55,465
18/03/2007,53.5,465
19/03/2007,53.38,464
20/03/2007,53.32,463
21/03/2007,53.24,463
22/03/2007,53.14,462
23/03/2007,54.12,470
24/03/2007,54.51,474
25/03/2007,54.5,473
26/03/2007,54.54,474
27/03/2007,54.46,473
28/03/2007,54.41,473
29/03/2007,54.32,472
30/03/2007,54.22,471
31/03/2007,54.13,470
01/04/2007,54.14,470
02/04/2007,54.13,470
03/04/2007,54.02,469
04/04/2007,53.86,468
05/04/2007,53.82,468
06/04/2007,53.8,467
07/04/2007,53.66,466
08/04/2007,53.56,465
09/04/2007,53.45,464
10/04/2007,53.27,463
11/04/2007,53.17,462
12/04/2007,53.11,461
13/04/2007,52.91,460
14/04/2007,52.75,458
15/04/2007,52.6,457
16/04/2007,52.48,456
17/04/2007,52.28,454
18/04/2007,52.14,453
19/04/2007,51.97,451
20/04/2007,51.86,451
21/04/2007,51.61,448
22/04/2007,51.43,447
23/04/2007,51.24,445
24/04/2007,51.04,443
25/04/2007,50.83,442
26/04/2007,50.67,440
27/04/2007,50.48,439
28/04/2007,50.23,436
29/04/2007,50.05,435
30/04/2007,49.83,433
01/05/2007,49.57,431
02/05/2007,49.42,429
03/05/2007,49.67,431
04/05/2007,49.61,431
05/05/2007,49.46,430
06/05/2007,49.27,428
07/05/2007,49.07,426
08/05/2007,48.83,424
09/05/2007,48.65,423
10/05/2007,48.41,421
11/05/2007,48.24,419
12/05/2007,47.99,417
13/05/2007,47.71,414
14/05/2007,47.43,412
15/05/2007,47.15,410
16/05/2007,46.87,407
17/05/2007,46.67,405
18/05/2007,46.43,403
19/05/2007,46.24,402
20/05/2007,46.1,400
21/05/2007,45.94,399
22/05/2007,46,400
23/05/2007,45.96,399
24/05/2007,45.83,398
25/05/2007,45.66,397
26/05/2007,45.5,395
27/05/2007,45.25,393
28/05/2007,45.02,391
29/05/2007,44.76,389
30/05/2007,44.56,387
31/05/2007,44.3,385
01/06/2007,44.07,383
02/06/2007,43.83,381
03/06/2007,43.56,378
04/06/2007,43.33,376
05/06/2007,43.03,374
06/06/2007,42.84,372
07/06/2007,42.64,370
08/06/2007,42.53,369
09/06/2007,42.3,367
10/06/2007,42.04,365
11/06/2007,41.79,363
12/06/2007,41.52,361
13/06/2007,41.27,359
14/06/2007,41.01,356
15/06/2007,40.79,354
16/06/2007,40.55,352
17/06/2007,40.31,350
18/06/2007,40.03,348
19/06/2007,39.73,345
20/06/2007,39.45,343
21/06/2007,39.13,340
22/06/2007,38.85,337
23/06/2007,38.63,336
24/06/2007,38.32,333
25/06/2007,38.08,331
26/06/2007,37.75,328
27/06/2007,37.41,325
28/06/2007,37.09,322
29/06/2007,36.78,320
30/06/2007,36.52,317
01/07/2007,36.2,314
02/07/2007,35.95,312
03/07/2007,35.64,310
04/07/2007,35.38,307
05/07/2007,35.13,305
06/07/2007,34.85,303
07/07/2007,34.6,301
08/07/2007,34.3,298
09/07/2007,34.05,296
10/07/2007,33.79,294
11/07/2007,33.54,291
12/07/2007,33.29,289
13/07/2007,33.05,287
14/07/2007,32.88,286
15/07/2007,32.64,284
16/07/2007,32.44,282
17/07/2007,32.19,280
18/07/2007,31.93,277
19/07/2007,31.66,275
20/07/2007,31.4,273
21/07/2007,31.13,270
22/07/2007,30.84,268
23/07/2007,30.58,266
24/07/2007,30.34,264
25/07/2007,30.04,261
26/07/2007,29.76,259
27/07/2007,29.51,256
28/07/2007,29.26,254
29/07/2007,28.98,252
30/07/2007,28.72,249
31/07/2007,28.51,248
01/08/2007,28.22,245
02/08/2007,28.01,243
03/08/2007,27.72,241
04/08/2007,27.46,239
05/08/2007,27.22,236
06/08/2007,26.99,234
07/08/2007,26.78,233
08/08/2007,26.56,231
09/08/2007,26.34,229
10/08/2007,26.07,226
11/08/2007,25.81,224
12/08/2007,25.63,223
13/08/2007,25.44,221
14/08/2007,25.22,219
15/08/2007,24.96,217
16/08/2007,24.72,215
17/08/2007,24.47,213
18/08/2007,24.19,210
19/08/2007,23.95,208
20/08/2007,23.72,206
21/08/2007,23.45,204
22/08/2007,23.18,201
23/08/2007,22.91,199
24/08/2007,22.67,197
25/08/2007,22.39,194
26/08/2007,22.08,192
27/08/2007,21.8,189
28/08/2007,21.87,190
29/08/2007,21.79,189
30/08/2007,21.6,188
31/08/2007,21.34,185
01/09/2007,21.12,183
02/09/2007,20.89,181
03/09/2007,20.63,179
04/09/2007,20.43,177
05/09/2007,20.23,176
06/09/2007,20,174
07/09/2007,19.74,171
08/09/2007,19.51,169
09/09/2007,19.3,168
10/09/2007,19.07,166
11/09/2007,18.84,164
12/09/2007,18.58,161
13/09/2007,18.33,159
14/09/2007,18.11,157
15/09/2007,17.87,155
16/09/2007,17.65,153
17/09/2007,17.42,151
18/09/2007,17.2,149
19/09/2007,16.97,147
20/09/2007,16.71,145
21/09/2007,16.46,143
22/09/2007,16.36,142
23/09/2007,16.26,141
24/09/2007,16.09,140
25/09/2007,15.93,138
26/09/2007,15.72,137
27/09/2007,15.55,135
28/09/2007,15.35,133
29/09/2007,15.16,132
30/09/2007,15.01,130
01/10/2007,14.81,129
02/10/2007,14.58,127
03/10/2007,14.37,125
04/10/2007,14.14,123
05/10/2007,13.92,121
06/10/2007,13.69,119
07/10/2007,13.46,117
08/10/2007,13.2,115
09/10/2007,12.96,113
10/10/2007,12.74,111
11/10/2007,12.5,109
12/10/2007,12.25,106
13/10/2007,12.03,104
14/10/2007,12.21,106
15/10/2007,12.42,108
16/10/2007,12.4,108
17/10/2007,12.23,106
18/10/2007,12.04,105
19/10/2007,11.82,103
20/10/2007,11.63,101
21/10/2007,11.5,100
22/10/2007,11.35,99
23/10/2007,11.27,98
24/10/2007,11.24,98
25/10/2007,11.14,97
26/10/2007,10.97,95
27/10/2007,10.81,94
28/10/2007,10.65,93
29/10/2007,10.45,91
30/10/2007,10.3,89
31/10/2007,10.08,88
01/11/2007,9.9,86
02/11/2007,9.72,84
03/11/2007,9.56,83
04/11/2007,9.34,81
05/11/2007,9.2,80
06/11/2007,9.42,82
07/11/2007,9.56,83
08/11/2007,9.55,83
09/11/2007,9.54,83
10/11/2007,9.47,82
11/11/2007,9.69,84
12/11/2007,9.72,84
13/11/2007,10.6,92
14/11/2007,11.88,103
15/11/2007,12.07,105
16/11/2007,14.2,123
17/11/2007,16.5,143
18/11/2007,17.8,155
19/11/2007,17.94,156
20/11/2007,18.18,158
21/11/2007,18.42,160
22/11/2007,18.43,160
23/11/2007,18.4,160
24/11/2007,18.39,160
25/11/2007,18.39,160
26/11/2007,18.31,159
27/11/2007,18.2,158
28/11/2007,18.14,158
29/11/2007,17.96,156
30/11/2007,17.82,155
01/12/2007,17.79,155
02/12/2007,17.17,149
03/12/2007,17.1,149
04/12/2007,17.07,148
05/12/2007,17.25,150
06/12/2007,18.25,159
07/12/2007,19.41,169
08/12/2007,20.21,176
09/12/2007,20.55,179
10/12/2007,20.83,181
11/12/2007,20.96,182
12/12/2007,21.07,183
